"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Garrett Wilson","NYJ","WR","17.6","17.6","1","0","0","0","0","1","6","0","0","13","7","100","0"
"Russell Wilson","DEN","QB","17.6","17.6","1","12","114","3","0","8","30","0","1","0","0","0","0"
"Dalton Kincaid","BUF","TE","17.5","17.5","1","0","0","0","0","0","0","0","0","7","5","65","1"
"Terry McLaurin","WAS","WR","17.3","17.3","1","0","0","0","0","0","0","0","0","12","5","63","1"
"Evan Engram","JAX","TE","16.8","16.8","1","0","0","0","0","0","0","0","1","10","10","88","0"
"Josh Jacobs","LV","RB","16.8","16.8","1","0","0","0","0","15","61","1","0","4","2","27","0"
"Amon-Ra St. Brown","DET","WR","16.8","16.8","1","0","0","0","0","0","0","0","0","9","6","108","0"
"Diontae Johnson","PIT","WR","16.5","16.5","1","0","0","0","0","0","0","0","0","14","8","85","0"
"Logan Thomas","WAS","TE","16.4","16.4","1","0","0","0","0","0","0","0","0","8","6","44","1"
"Derrick Henry","TEN","RB","16.2","16.2","1","0","0","0","0","22","101","0","0","4","4","21","0"
"Stefon Diggs","BUF","WR","16","16","1","0","0","0","0","0","0","0","0","12","9","70","0"
"Brandon Aiyuk","SF","WR","15.9","15.9","1","0","0","0","0","0","0","0","0","9","5","109","0"
"Saquon Barkley","NYG","RB","15.8","15.8","1","0","0","0","0","36","128","0","0","5","3","0","0"
"Marquise Brown","ARI","WR","15.3","15.3","1","0","0","0","0","0","0","0","0","9","6","33","1"
"Adam Thielen","CAR","WR","15.2","15.2","1","0","0","0","0","0","0","0","0","11","8","72","0"
"Khalil Shakir","BUF","WR","15.2","15.2","1","0","0","0","0","0","0","0","0","6","6","92","0"
"Keenan Allen","LAC","WR","14.9","14.9","1","0","0","0","0","0","0","0","0","10","8","69","0"
"Amari Cooper","CLE","WR","14.9","14.9","1","0","0","0","0","0","0","0","0","11","6","89","0"
"Gardner Minshew","IND","QB","14.8","14.8","1","23","213","2","1","1","3","0","0","0","0","0","0"
"Jake Ferguson","DAL","TE","14.7","14.7","1","0","0","0","0","0","0","0","0","4","4","47","1"
"Trevor Lawrence","JAX","QB","14.7","14.7","1","24","292","1","1","1","10","0","0","0","0","0","0"
"Jordan Love","GB","QB","14.6","14.6","1","24","229","1","1","4","34","0","0","0","0","0","0"
"Bryce Young","CAR","QB","14.5","14.5","1","22","235","1","0","4","11","0","0","0","0","0","0"
"Zack Moss","IND","RB","14.4","14.4","1","0","0","0","0","11","66","1","0","1","1","8","0"
"D'Andre Swift","PHI","RB","14.4","14.4","1","0","0","0","0","16","57","1","0","3","2","7","0"
"Calvin Ridley","JAX","WR","14.3","14.3","1","0","0","0","0","0","0","0","0","10","6","83","0"
"Donald Parham Jr.","LAC","TE","14.3","14.3","1","0","0","0","0","0","0","0","0","5","4","43","1"
"Brandin Cooks","DAL","WR","14.2","14.2","1","0","0","0","0","1","3","0","0","4","3","49","1"
"Josh Downs","IND","WR","14.2","14.2","1","0","0","0","0","0","0","0","0","9","7","72","0"
"Mark Andrews","BAL","TE","14","14","1","0","0","0","0","0","0","0","0","5","4","40","1"
"Geno Smith","SEA","QB","13.9","13.9","1","23","254","2","2","2","-3","0","0","0","0","0","0"
"Kareem Hunt","CLE","RB","13.7","13.7","1","0","0","0","0","14","55","1","0","1","1","12","0"
"Tyler Boyd","CIN","WR","13.6","13.6","1","0","0","0","0","1","6","0","0","3","3","40","1"
"Jerry Jeudy","DEN","WR","13","13","1","0","0","0","0","0","0","0","0","6","2","50","1"
"Darrynton Evans","CHI","RB","13","13","1","0","0","0","0","4","18","1","0","4","3","22","0"
"Mike Evans","TB","WR","12.9","12.9","1","0","0","0","0","0","0","0","0","6","3","39","1"
"C.J. Stroud","HOU","QB","12.9","12.9","1","16","140","0","0","2","13","1","0","0","0","0","0"
"Jared Goff","DET","QB","12.7","12.7","1","26","272","1","1","2","-2","0","0","0","0","0","0"
"Kendrick Bourne","NE","WR","12.6","12.6","1","0","0","0","0","0","0","0","0","4","3","36","1"
"Jaxon Smith-Njigba","SEA","WR","12.6","12.6","1","0","0","0","0","0","0","0","0","4","3","36","1"
"Taylor Heinicke","ATL","QB","12.4","12.4","1","12","175","1","0","2","14","0","0","0","0","0","0"
"Jayden Reed","GB","WR","12.3","12.3","1","0","0","0","0","0","0","0","0","6","4","83","0"
"Mac Jones","NE","QB","12.2","12.2","1","19","161","2","1","1","-2","0","0","0","0","0","0"
"Bijan Robinson","ATL","RB","12.2","12.2","1","0","0","0","0","11","62","1","0","5","0","0","0"
"Zach Wilson","NYJ","QB","12.1","12.1","1","17","240","1","0","4","25","0","2","0","0","0","0"
"Lamar Jackson","BAL","QB","12","12","1","18","157","1","0","5","17","0","0","0","0","0","0"
"Tee Higgins","CIN","WR","11.9","11.9","1","0","0","0","0","0","0","0","0","6","5","69","0"
"Travis Kelce","KC","TE","11.8","11.8","1","0","0","0","0","0","0","0","0","9","6","58","0"
"Romeo Doubs","GB","WR","11.8","11.8","1","0","0","0","0","0","0","0","0","9","4","18","1"
"DK Metcalf","SEA","WR","11.7","11.7","1","0","0","0","0","0","0","0","0","14","5","67","0"
"Darrell Henderson Jr.","LAR","RB","11.5","11.5","1","0","0","0","0","12","31","0","0","3","3","54","0"
"Matthew Stafford","LAR","QB","11.4","11.4","1","13","162","1","1","1","9","0","0","0","0","0","0"
"Tyson Bagent","CHI","QB","11.2","11.2","1","25","232","0","2","4","-1","1","0","0","0","0","0"
"Courtland Sutton","DEN","WR","10.9","10.9","1","0","0","0","0","0","0","0","0","3","2","29","1"
"Michael Thomas","NO","WR","10.8","10.8","1","0","0","0","0","0","0","0","0","7","4","68","0"
"Jonathan Taylor","IND","RB","10.7","10.7","1","0","0","0","0","12","95","0","0","2","1","2","0"
"P.J. Walker","CLE","QB","10.6","10.6","1","15","248","1","2","6","27","0","1","0","0","0","0"
"Jake Bobo","SEA","WR","10.6","10.6","1","0","0","0","0","1","3","1","0","2","2","23","0"
"Raheem Mostert","MIA","RB","10.6","10.6","1","0","0","0","0","13","46","1","0","0","0","0","0"
"KhaDarel Hodge","ATL","WR","10.5","10.5","1","0","0","0","0","0","0","0","0","3","3","75","0"
"Najee Harris","PIT","RB","10.5","10.5","1","0","0","0","0","7","13","0","0","5","5","42","0"
"Drake London","ATL","WR","10.5","10.5","1","0","0","0","0","0","0","0","0","7","5","55","0"
"Royce Freeman","LAR","RB","10.4","10.4","1","0","0","0","0","9","44","1","0","0","0","0","0"
"Nick Westbrook-Ikhine","TEN","WR","10.3","10.3","1","0","0","0","0","0","0","0","0","2","1","33","1"
"Drew Ogletree","IND","TE","10.3","10.3","1","0","0","0","0","0","0","0","0","3","1","33","1"
"AJ Dillon","GB","RB","10.2","10.2","1","0","0","0","0","6","11","0","0","5","5","41","0"
"Jonathan Mingo","CAR","WR","10.2","10.2","1","0","0","0","0","0","0","0","0","5","4","62","0"
"Quentin Johnston","LAC","WR","10","10","1","0","0","0","0","0","0","0","0","6","5","50","0"
"Brian Robinson Jr.","WAS","RB","9.9","9.9","1","0","0","0","0","10","59","0","0","2","2","20","0"
"Michael Wilson","ARI","WR","9.8","9.8","1","0","0","0","0","0","0","0","0","6","4","58","0"
"Chris Olave","NO","WR","9.6","9.6","1","0","0","0","0","0","0","0","0","9","5","46","0"
"Rashee Rice","KC","WR","9.6","9.6","1","0","0","0","0","0","0","0","0","5","4","56","0"
"Tyler Higbee","LAR","TE","9.5","9.5","1","0","0","0","0","0","0","0","0","7","5","45","0"
"DJ Moore","CHI","WR","9.5","9.5","1","0","0","0","0","0","0","0","0","6","4","55","0"
"Justice Hill","BAL","RB","9.5","9.5","1","0","0","0","0","4","15","0","0","4","4","40","0"
"Cam Akers","MIN","RB","9.5","9.5","1","0","0","0","0","9","19","1","0","1","1","6","0"
"Scotty Miller","ATL","WR","9.4","9.4","1","0","0","0","0","0","0","0","0","2","2","14","1"
"Antonio Gibson","WAS","RB","9.2","9.2","1","0","0","0","0","2","14","0","0","5","5","28","0"
"George Pickens","PIT","WR","9.2","9.2","1","0","0","0","0","0","0","0","0","5","1","22","1"
"Pierre Strong Jr.","CLE","RB","9.2","9.2","1","0","0","0","0","10","41","0","0","1","1","41","0"
"Ben Skowronek","LAR","WR","9","9","1","0","0","0","0","0","0","0","0","1","1","20","1"
"Emari Demercado","ARI","RB","8.9","8.9","1","0","0","0","0","20","78","0","0","1","1","1","0"
"Noah Brown","HOU","WR","8.7","8.7","1","0","0","0","0","0","0","0","0","5","3","57","0"
"Cade Otton","TB","TE","8.7","8.7","1","0","0","0","0","0","0","0","0","6","4","27","0"
"Aaron Jones","GB","RB","8.6","8.6","1","0","0","0","0","7","29","0","0","5","4","17","0"
"Christian Kirk","JAX","WR","8.6","8.6","1","0","0","0","0","0","0","0","0","5","4","46","0"
"Tommy Tremble","CAR","TE","8.4","8.4","1","0","0","0","0","0","0","0","0","3","2","4","1"
"Zach Charbonnet","SEA","RB","8.4","8.4","1","0","0","0","0","5","53","0","0","2","2","11","0"
"James Cook","BUF","RB","8.3","8.3","1","0","0","0","0","14","67","0","0","1","1","6","0"
"Kenneth Walker III","SEA","RB","8","8","1","0","0","0","0","8","66","0","0","2","1","4","0"
"Simi Fehoko","LAC","WR","7.9","7.9","1","0","0","0","0","0","0","0","0","2","1","9","1"
"Demario Douglas","NE","WR","7.9","7.9","1","0","0","0","0","1","4","0","0","7","5","25","0"
"Jaylen Warren","PIT","RB","7.8","7.8","1","0","0","0","0","5","19","0","0","5","4","19","0"
"Julio Jones","PHI","WR","7.8","7.8","1","0","0","0","0","0","0","0","0","2","1","8","1"
"Craig Reynolds","DET","RB","7.6","7.6","1","0","0","0","0","14","74","0","1","1","1","12","0"
"Dallas Goedert","PHI","TE","7.6","7.6","1","0","0","0","0","0","0","0","0","7","4","36","0"
"Allen Lazard","NYJ","WR","7.5","7.5","1","0","0","0","0","0","0","0","0","6","3","45","0"
"Chuba Hubbard","CAR","RB","7.4","7.4","1","0","0","0","0","15","28","0","0","2","2","26","0"
"Connor Heyward","PIT","TE","7.4","7.4","1","0","0","0","0","0","0","0","0","6","5","24","0"
"Mitch Trubisky","PIT","QB","7.3","7.3","1","15","138","1","2","3","18","0","0","0","0","0","0"
"JuJu Smith-Schuster","NE","WR","7.3","7.3","1","0","0","0","0","0","0","0","0","1","1","3","1"
"Puka Nacua","LAR","WR","7.3","7.3","1","0","0","0","0","0","0","0","0","7","3","43","0"
"Andrei Iosivas","CIN","WR","7.2","7.2","1","0","0","0","0","0","0","0","0","1","1","2","1"
"Rashod Bateman","BAL","WR","7.2","7.2","1","0","0","0","0","1","18","0","0","2","2","34","0"
"Tommy Devito","NYG","QB","7.2","7.2","1","2","-1","0","0","4","12","1","0","0","0","0","0"
"Cedrick Wilson Jr.","MIA","WR","7.1","7.1","1","0","0","0","0","0","0","0","0","1","1","1","1"
"Alec Pierce","IND","WR","7.1","7.1","1","0","0","0","0","0","0","0","0","5","3","41","0"
"Nico Collins","HOU","WR","7","7","1","0","0","0","0","0","0","0","0","6","4","30","0"
"Rhamondre Stevenson","NE","RB","7","7","1","0","0","0","0","10","39","0","0","4","2","11","0"
"Tutu Atwell","LAR","WR","6.9","6.9","1","0","0","0","0","2","8","0","0","4","2","21","0"
"Zay Flowers","BAL","WR","6.9","6.9","1","0","0","0","0","0","0","0","0","7","5","19","0"
"Isiah Pacheco","KC","RB","6.7","6.7","1","0","0","0","0","8","40","0","0","4","3","-3","0"
"Chigoziem Okonkwo","TEN","TE","6.7","6.7","1","0","0","0","0","1","4","0","0","6","4","23","0"
"Tyjae Spears","TEN","RB","6.6","6.6","1","0","0","0","0","3","27","0","0","4","3","9","0"
"Tony Pollard","DAL","RB","6.5","6.5","1","0","0","0","0","12","53","0","0","1","1","2","0"
"Kyle Pitts","ATL","TE","6.5","6.5","1","0","0","0","0","0","0","0","0","5","3","35","0"
"Ray-Ray McCloud III","SF","WR","6.3","6.3","1","0","0","0","0","0","0","0","0","2","2","43","0"
"Devin Singletary","HOU","RB","6.3","6.3","1","0","0","0","0","10","30","0","0","2","2","13","0"
"Christian Watson","GB","WR","6.3","6.3","1","0","0","0","0","0","0","0","0","8","3","33","0"
"Curtis Samuel","WAS","WR","6.2","6.2","1","0","0","0","0","0","0","0","0","4","4","22","0"
"Justin Watson","KC","WR","6.2","6.2","1","0","0","0","0","0","0","0","0","3","2","42","0"
"Cooper Kupp","LAR","WR","6.1","6.1","1","0","0","0","0","0","0","0","0","10","4","21","0"
"Tank Dell","HOU","WR","6.1","6.1","1","0","0","0","0","3","15","0","0","4","3","16","0"
"Roschon Johnson","CHI","RB","6.1","6.1","1","0","0","0","0","6","21","0","0","4","3","10","0"
"Andrew Beck","HOU","RB","5.9","5.9","1","0","0","0","0","2","1","1","1","1","1","8","0"
"Jaleel McLaughlin","DEN","RB","5.9","5.9","1","0","0","0","0","4","33","0","0","2","2","6","0"
"Hunter Henry","NE","TE","5.8","5.8","1","0","0","0","0","0","0","0","0","3","3","28","0"
"Durham Smythe","MIA","TE","5.8","5.8","1","0","0","0","0","0","0","0","0","3","3","28","0"
"Jeff Wilson Jr.","MIA","RB","5.7","5.7","1","0","0","0","0","5","23","0","0","2","2","14","0"
"Salvon Ahmed","MIA","RB","5.7","5.7","1","0","0","0","0","2","1","0","0","4","4","16","0"
"Patrick Mahomes","KC","QB","5.6","5.6","1","24","241","0","2","3","20","0","1","0","0","0","0"
"Kenneth Gainwell","PHI","RB","5.6","5.6","1","0","0","0","0","2","-4","0","1","5","5","30","0"
"Van Jefferson","ATL","WR","5.4","5.4","1","0","0","0","0","0","0","0","0","5","3","24","0"
"Joshua Palmer","LAC","WR","5.4","5.4","1","0","0","0","0","0","0","0","0","4","3","24","0"
"Kyle Philips","TEN","WR","5.4","5.4","1","0","0","0","0","0","0","0","0","3","3","24","0"
"Darnell Mooney","CHI","WR","5.4","5.4","1","0","0","0","0","1","3","0","0","4","1","41","0"
"Pharaoh Brown","NE","TE","5.3","5.3","1","0","0","0","0","0","0","0","0","2","2","33","0"
"Noah Fant","SEA","TE","5.2","5.2","1","0","0","0","0","0","0","0","0","3","2","32","0"
"Trey Palmer","TB","WR","5.2","5.2","1","0","0","0","0","0","0","0","0","6","3","22","0"
"Raheem Blackshear","CAR","RB","5.1","5.1","1","0","0","0","0","3","5","0","0","2","2","26","0"
"Elijah Moore","CLE","WR","5","5","1","0","0","0","0","0","0","0","0","5","2","30","0"
"Calvin Austin III","PIT","WR","4.9","4.9","1","0","0","0","0","2","10","0","0","2","2","19","0"
"Jerome Ford","CLE","RB","4.9","4.9","1","0","0","0","0","9","37","0","0","2","1","2","0"
"Jamaal Williams","NO","RB","4.8","4.8","1","0","0","0","0","6","30","0","0","1","1","8","0"
"Dontayvion Wicks","GB","WR","4.8","4.8","1","0","0","0","0","0","0","0","0","4","2","28","0"
"Mack Hollins","ATL","WR","4.7","4.7","1","0","0","0","0","0","0","0","0","3","2","27","0"
"D'Onta Foreman","CHI","RB","4.6","4.6","1","0","0","0","0","9","34","0","0","2","1","2","0"
"Dameon Pierce","HOU","RB","4.6","4.6","1","0","0","0","0","12","46","0","0","0","0","0","0"
"Irv Smith Jr.","CIN","TE","4.5","4.5","1","0","0","0","0","0","0","0","1","4","4","25","0"
"Noah Gray","KC","TE","4.5","4.5","1","0","0","0","0","0","0","0","0","3","2","25","0"
"Rico Dowdle","DAL","RB","4.5","4.5","1","0","0","0","0","5","18","0","0","2","2","7","0"
"Trenton Irwin","CIN","WR","4.4","4.4","1","0","0","0","0","0","0","0","0","2","2","24","0"
"DJ Chark Jr.","CAR","WR","4.3","4.3","1","0","0","0","0","0","0","0","0","4","2","23","0"
"Alexander Mattison","MIN","RB","4.3","4.3","1","0","0","0","0","16","31","0","0","1","1","2","0"
"Jimmy Garoppolo","LV","QB","4.2","4.2","1","10","126","0","1","2","12","0","0","0","0","0","0"
"Kalif Raymond","DET","WR","4.2","4.2","1","0","0","0","0","1","-2","0","0","4","2","24","0"
"Samaje Perine","DEN","RB","4.1","4.1","1","0","0","0","0","1","5","0","0","3","2","16","0"
"Chase Edmonds","TB","RB","4.1","4.1","1","0","0","0","0","3","5","0","0","3","2","16","0"
"Rondale Moore","ARI","WR","4.1","4.1","1","0","0","0","0","2","11","0","0","3","2","10","0"
"Michael Gallup","DAL","WR","4","4","1","0","0","0","0","0","0","0","0","3","2","20","0"
"Kenny Pickett","PIT","QB","3.9","3.9","1","10","73","0","0","1","10","0","0","0","0","0","0"
"Austin Hooper","LV","TE","3.9","3.9","1","0","0","0","0","0","0","0","0","2","2","19","0"
"Hunter Renfrow","LV","WR","3.9","3.9","1","0","0","0","0","0","0","0","0","4","2","19","0"
"Tyrod Taylor","NYG","QB","3.6","3.6","1","4","8","0","0","5","33","0","0","0","0","0","0"
"Ezekiel Elliott","NE","RB","3.6","3.6","1","0","0","0","0","7","36","0","0","0","0","0","0"
"Jameson Williams","DET","WR","3.6","3.6","1","0","0","0","0","0","0","0","0","3","2","16","0"
"Desmond Ridder","ATL","QB","3.4","3.4","1","8","71","0","0","3","26","0","1","0","0","0","0"
"Mike Gesicki","NE","TE","3.1","3.1","1","0","0","0","0","0","0","0","0","3","2","11","0"
"Tyler Allgeier","ATL","RB","3.1","3.1","1","0","0","0","0","8","31","0","0","0","0","0","0"
"Ameer Abdullah","LV","RB","2.9","2.9","1","0","0","0","0","1","7","0","0","1","1","12","0"
"C.J. Uzomah","NYJ","TE","2.9","2.9","1","0","0","0","0","0","0","0","0","1","1","19","0"
"Jakobi Meyers","LV","WR","2.9","2.9","1","0","0","0","0","0","0","0","0","1","1","19","0"
"Michael Mayer","LV","TE","2.9","2.9","1","0","0","0","0","0","0","0","0","2","1","19","0"
"Luke Musgrave","GB","TE","2.9","2.9","1","0","0","0","0","0","0","0","0","3","2","9","0"
"Kendre Miller","NO","RB","2.9","2.9","1","0","0","0","0","3","10","0","0","1","1","9","0"
"Braxton Berrios","MIA","WR","2.8","2.8","1","0","0","0","0","0","0","0","0","3","2","8","0"
"Marquez Valdes-Scantling","KC","WR","2.7","2.7","1","0","0","0","0","0","0","0","1","4","2","27","0"
"John Bates","WAS","TE","2.7","2.7","1","0","0","0","0","0","0","0","0","1","1","17","0"
"Matt Breida","NYG","RB","2.7","2.7","1","0","0","0","0","5","13","0","0","1","1","4","0"
"Mike Boone","HOU","RB","2.6","2.6","1","0","0","0","0","1","5","0","0","1","1","11","0"
"Keaontay Ingram","ARI","RB","2.6","2.6","1","0","0","0","0","2","9","0","0","1","1","7","0"
"Dalton Schultz","HOU","TE","2.5","2.5","1","0","0","0","0","0","0","0","0","5","2","5","0"
"Chase Claypool","MIA","WR","2.5","2.5","1","0","0","0","0","0","0","0","0","2","1","15","0"
"DeVante Parker","NE","WR","2.4","2.4","1","0","0","0","0","0","0","0","0","2","1","14","0"
"Derius Davis","LAC","WR","2.4","2.4","1","0","0","0","0","0","0","0","0","2","2","4","0"
"Jonnu Smith","ATL","TE","2.3","2.3","1","0","0","0","0","0","0","0","0","1","1","13","0"
"Stephen Sullivan","CAR","TE","2.3","2.3","1","0","0","0","0","0","0","0","0","1","1","13","0"
"KaVontae Turpin","DAL","WR","2.3","2.3","1","0","0","0","0","0","0","0","0","2","1","13","0"
"Luke Schoonmaker","DAL","TE","2.3","2.3","1","0","0","0","0","0","0","0","0","1","1","13","0"
"Brandon Powell","MIN","WR","2.2","2.2","1","0","0","0","0","1","2","0","0","3","1","10","0"
"Latavius Murray","BUF","RB","2.1","2.1","1","0","0","0","0","5","7","0","0","1","1","4","0"
"Davante Adams","LV","WR","2.1","2.1","1","0","0","0","0","0","0","0","0","7","1","11","0"
"Mo Alie-Cox","IND","TE","2.1","2.1","1","0","0","0","0","0","0","0","0","2","1","11","0"
"Joshua Kelley","LAC","RB","2.1","2.1","1","0","0","0","0","6","21","0","0","0","0","0","0"
"Tyler Scott","CHI","WR","2.1","2.1","1","0","0","0","0","0","0","0","0","3","1","11","0"
"Isaiah Likely","BAL","TE","2","2","1","0","0","0","0","0","0","0","0","1","1","10","0"
"Jerick McKinnon","KC","RB","1.9","1.9","1","0","0","0","0","2","-2","0","0","2","1","11","0"
"Damien Williams","ARI","RB","1.9","1.9","1","0","0","0","0","2","5","0","0","1","1","4","0"
"Terrace Marshall Jr.","CAR","WR","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Rakim Jarrett","TB","WR","1.9","1.9","1","0","0","0","0","0","0","0","0","3","1","9","0"
"Johnny Mundt","MIN","TE","1.8","1.8","1","0","0","0","0","0","0","0","0","1","1","8","0"
"Robert Tonyan","CHI","TE","1.8","1.8","1","0","0","0","0","0","0","0","0","1","1","8","0"
"Skyy Moore","KC","WR","1.8","1.8","1","0","0","0","0","0","0","0","0","3","1","8","0"
"Isaiah Spiller","LAC","RB","1.8","1.8","1","0","0","0","0","3","3","0","0","1","1","5","0"
"Wan'Dale Robinson","NYG","WR","1.7","1.7","1","0","0","0","0","2","17","0","0","1","0","0","0"
"Brett Rypien","LAR","QB","1.7","1.7","1","5","42","0","0","0","0","0","0","0","0","0","0"
"Jordan Akins","CLE","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Mecole Hardman Jr.","KC","WR","1.6","1.6","1","0","0","0","0","1","3","0","1","2","2","13","0"
"Will Mallory","IND","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","2","1","6","0"
"Alec Ingold","MIA","RB","1.5","1.5","1","0","0","0","0","0","0","0","0","2","1","5","0"
"Olamide Zaccheaus","PHI","WR","1.5","1.5","1","0","0","0","0","0","0","0","0","2","1","5","0"
"Juwan Johnson","NO","TE","1.5","1.5","1","0","0","0","0","0","0","0","0","2","1","5","0"
"Luke Farrell","JAX","TE","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Brock Wright","DET","TE","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Darren Waller","NYG","TE","1.4","1.4","1","0","0","0","0","0","0","0","0","2","1","4","0"
"Boston Scott","PHI","RB","1.4","1.4","1","0","0","0","0","0","0","0","0","1","1","4","0"
"Velus Jones Jr.","CHI","WR","1.4","1.4","1","0","0","0","0","0","0","0","0","2","1","4","0"
"Julian Hill","MIA","TE","1.4","1.4","1","0","0","0","0","0","0","0","0","2","1","4","0"
"MyCole Pruitt","ATL","TE","1.3","1.3","1","0","0","0","0","0","0","0","0","2","1","3","0"
"C.J. Ham","MIN","RB","1.2","1.2","1","0","0","0","0","0","0","0","0","1","1","2","0"
"Kadarius Toney","KC","WR","1.1","1.1","1","0","0","0","0","1","-3","0","0","1","1","4","0"
"Alex Armah","WAS","RB","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0"
